ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B0DX2MSNDM,"Wilson Slam Jr 21 Tennis Racket, Provides Lightweight Strength and Effortless Control, Kid-Friendly Dimensions, Ready For High-Performance Play, Colour: Blue, Size: 21",Wilson,https://www.amazon.co.uk/dp/B0DX2MSNDM,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 54/mo | GBP0.63 profit | GBP34.00 monthly gross | stable | 5 sellers,CASH FLOW,3,CASH FLOW | GBP34.00/mo | 54/mo | GBP0.63 unit profit | stable | 5 sellers,6.8,10,10,4,0,6.2,1.4,4,GBP34,OK,STRONG,GBP26.00,GBP26.42,STABLE,GBP3.71,GBP4.76,GBP8.47,GBP16.90,GBP0.63,3.7%,GBP14.61,GBP25.37,10162,27,0,4.4,17,N,5,Y,55%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP34.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.61,GBP13.11,,Fail,Avoid listing,N
B000BT7E8Q,Masters Rain Wedge Bag Cover - Black,ProActive Sports,https://www.amazon.co.uk/dp/B000BT7E8Q,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 44/mo | GBP0.69 profit | GBP30.40 monthly gross | stable | 3 sellers,CASH FLOW,3,CASH FLOW | GBP30.40/mo | 44/mo | GBP0.69 unit profit | stable | 3 sellers,7.1,9,8,10,0,7.2,1.6,4.8,GBP30,OK,WEAK,GBP24.75,GBP23.89,RISING (4%),GBP3.40,GBP4.57,GBP7.97,GBP16.09,GBP0.69,4.3%,GBP13.99,GBP24.06,37779,22,0,4.4,1352,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP30.00/mo | low IP risk | - PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP13.99,GBP12.49,,Fail,Avoid listing,N
B0CHW9BBN3,2 Player Portable Junior Badminton Set,Sweatband.com,https://www.amazon.co.uk/dp/B0CHW9BBN3,Sports & Outdoors,OK,MAYBE,CASH FLOW | 24/mo | GBP1.15 profit | GBP27.60 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP27.60/mo | 24/mo | GBP1.15 unit profit | stable | 2 sellers,7.4,8,10,10,0,6.7,2.7,5.1,GBP28,OK,AVERAGE,GBP34.99,GBP34.99,STABLE,GBP4.95,GBP6.15,GBP11.10,GBP22.74,GBP1.15,5.0%,GBP19.91,GBP33.84,24246,12,0,4.7,23,N,2,N,0%,Unlikely,YES,NO,GENERIC,NO,UNLIKELY,MEDIUM,4,Medium,Brand=Seller match (YES) | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP28.00/mo | medium IP risk | unlikely PL risk | stable | supplier cost missing,Review,Reject,GBP19.91,GBP17.92,,Fail,Avoid listing,N
B00485CQNW,HEAD Base Backpack 17L NV,HEAD,https://www.amazon.co.uk/dp/B00485CQNW,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 48/mo | GBP0.57 profit | GBP27.40 monthly gross | stable | 8 sellers,CASH FLOW,3,CASH FLOW | GBP27.40/mo | 48/mo | GBP0.57 unit profit | stable | 8 sellers,6.8,10,10,4,0,6.8,1.5,4.7,GBP27,OK,AVERAGE,GBP26.83,GBP28.75,SLIGHT DIP (7%),GBP3.93,GBP4.89,GBP8.82,GBP17.44,GBP0.57,3.3%,GBP15.01,GBP26.26,17578,24,0,4.5,165,N,8,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP27.00/mo | low IP risk | - PL risk | slight dip (7%) | supplier cost missing,Joinable,Reject,GBP15.01,GBP13.51,,Fail,Avoid listing,N
B09M7FXSMR,Sure Shot Matthew Syed Bulk Table Tennis Balls - box of 144,Sure Shot,https://www.amazon.co.uk/dp/B09M7FXSMR,Sports & Outdoors,OK,MAYBE,CASH FLOW | 40/mo | GBP0.65 profit | GBP26.00 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP26.00/mo | 40/mo | GBP0.65 unit profit | stable | 2 sellers,7.2,10,10,6,0,5.8,1.1,3.5,GBP26,OK,AVERAGE,GBP24.99,GBP24.99,STABLE,GBP3.49,GBP4.61,GBP8.10,GBP16.24,GBP0.65,4.0%,GBP14.08,GBP24.34,18712,20,0,0.0,0,N,2,Y,100%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP26.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.08,GBP12.58,,Fail,Avoid listing,N
B0FZ2RH4R8,TOURBON Portable Nylon Golf Bag Lightweight Sunday Carry Bag Foldable Golf Club Travel Training Case,TOURBN,https://www.amazon.co.uk/dp/B0FZ2RH4R8,Sports & Outdoors,OK,MAYBE,CASH FLOW | 20/mo | GBP1.16 profit | GBP23.20 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP23.20/mo | 20/mo | GBP1.16 unit profit | stable | 2 sellers,7.7,9,10,10,0,6.5,2.7,4.9,GBP23,OK,STRONG,GBP24.99,GBP24.99,STABLE,GBP2.98,GBP4.61,GBP7.59,GBP16.24,GBP1.16,7.1%,GBP14.50,GBP23.83,11264,10,0,4.2,117,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP23.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.50,GBP13.00,,Fail,Avoid listing,N
B0B5G31VRN,"AXKAL Tennis Balls Bulk Orange for Kids Dogs Practice Low Compression Stage 9 16 Pack, Tennis Balls Non Slip Rubber Good for Beginner Training Ball Tool (16 Pack-Orange)",AXKAL,https://www.amazon.co.uk/dp/B0B5G31VRN,Sports & Outdoors,OK,MAYBE,CASH FLOW | 14/mo | GBP1.55 profit | GBP21.70 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP21.70/mo | 14/mo | GBP1.55 unit profit | stable | 2 sellers,7.7,9,10,10,0,6.1,3,4.9,GBP22,OK,STRONG,GBP26.99,GBP26.99,STABLE,GBP2.98,GBP4.92,GBP7.90,GBP17.54,GBP1.55,8.8%,GBP15.91,GBP25.44,19399,7,0,4.3,40,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP22.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.91,GBP14.32,,Fail,Avoid listing,N
B07PNBD2NL,Vermont Tennis Net Targets - Green and Orange Tennis Targets - Carry Bag Included,Vermont,https://www.amazon.co.uk/dp/B07PNBD2NL,Sports & Outdoors,HEAVY,MAYBE-ROI,CASH FLOW | 10/mo | GBP1.89 profit | GBP18.90 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP18.90/mo | 10/mo | GBP1.89 unit profit | stable | 2 sellers,6.6,6,10,9,0,6,3,4.9,GBP19,OK,STRONG,GBP49.98,GBP51.86,SLIGHT DIP (4%),GBP6.99,GBP8.61,GBP15.60,GBP32.49,GBP1.89,5.8%,GBP28.65,GBP48.09,45125,5,0,4.0,4,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP19.00/mo | low IP risk | unlikely PL risk | slight dip (4%) | supplier cost missing,Joinable,Reject,GBP28.65,GBP25.79,,Fail,Avoid listing,N
B0F6SYSPSQ,Hockey Black Golf Club Driver Headcovers Cover Protector,CRAFTSMAN GOLF,https://www.amazon.co.uk/dp/B0F6SYSPSQ,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 22/mo | GBP0.51 profit | GBP11.20 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP11.20/mo | 22/mo | GBP0.51 unit profit | stable | 2 sellers,6.9,7,10,9,0,5.8,1.7,3.9,GBP11,OK,AVERAGE,GBP21.99,GBP22.59,SLIGHT DIP (3%),GBP3.04,GBP4.15,GBP7.19,GBP14.29,GBP0.51,3.6%,GBP12.34,GBP21.48,30468,11,0,4.6,10,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP11.00/mo | low IP risk | unlikely PL risk | slight dip (3%) | supplier cost missing,Joinable,Reject,GBP12.34,GBP10.84,,Fail,Avoid listing,N
B0FH4X9TYT,"AXKAL Lady Golf Glove Ladies Women Left Hand Right Leather With Ball Marker Value 3 Pack (Not In Pair), Gloves Durable Soft Good Grip Fit Small Medium Large XL (Pink, S, Right)",AXKAL,https://www.amazon.co.uk/dp/B0FH4X9TYT,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 10/mo | GBP1.03 profit | GBP10.30 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP10.30/mo | 10/mo | GBP1.03 unit profit | stable | 2 sellers,6.5,7,8,10,0,5.3,2.5,4.1,GBP10,OK,AVERAGE,GBP22.99,GBP22.55,STABLE,GBP2.72,GBP4.30,GBP7.02,GBP14.94,GBP1.03,6.9%,GBP13.31,GBP21.96,37177,5,0,4.4,88,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP10.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.31,GBP11.81,,Fail,Avoid listing,N
B003BK91CE,"Longridge Castle Golf Tees - (Blue, 17mm, 1000 Pieces Bulk)",Longridge,https://www.amazon.co.uk/dp/B003BK91CE,Sports & Outdoors,OK,MAYBE,MAYBE | 14/mo | GBP0.48 profit | GBP6.70 monthly gross | stable | 3 sellers | ROI 3%,UNASSIGNED,9,,7.2,8,10,9,0,4.9,1.7,3.2,GBP7,OK,AVERAGE,GBP22.95,GBP22.95,STABLE,GBP3.26,GBP4.29,GBP7.55,GBP14.92,GBP0.48,3.2%,GBP12.83,GBP22.47,29902,7,0,4.4,206,N,3,Y,0%,-,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP7.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.83,GBP11.55,,Fail,Avoid listing,N
B076HM7SCW,FORB Academy Golf Practice Mat [5ft x 3.2ft] | Professional Artificial Turf Hitting Mat with 3 Rubber Tees | Golf Training Aids – 13mm Thickness,FORB,https://www.amazon.co.uk/dp/B076HM7SCW,Sports & Outdoors,HEAVY,MAYBE,MAYBE | 100/mo | GBP0.06 profit | GBP6.00 monthly gross | stable | 2 sellers | ROI 0%,UNASSIGNED,9,,7.7,9,10,10,0,7,2,4.5,GBP6,OK,STRONG,GBP49.99,GBP53.88,SLIGHT DIP (7%),GBP8.82,GBP8.62,GBP17.44,GBP32.49,GBP0.06,0.2%,GBP27.13,GBP49.93,22191,50,0,3.9,240,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP6.00/mo | low IP risk | unlikely PL risk | slight dip (7%) | supplier cost missing,Joinable,Reject,GBP27.13,GBP24.42,,Fail,Avoid listing,N
B09BZGS9BP,Carlton Nanoblade Tour 2 Player Adult Badminton Set,Carlton,https://www.amazon.co.uk/dp/B09BZGS9BP,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 30/mo | GBP0.07 profit | GBP2.10 monthly gross | stable | 2 sellers | weak listing 1 imgs,UNASSIGNED,9,,7.4,8,10,10,0,5.8,1.8,3.8,GBP2,OK,WEAK,GBP27.99,GBP28.31,STABLE,GBP4.65,GBP5.07,GBP9.72,GBP18.19,GBP0.07,0.4%,GBP15.22,GBP27.92,36349,15,0,4.2,58,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP2.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.22,GBP13.70,,Fail,Avoid listing,N
B0C2F5BCKK,"Tournament 4 Player Set, BLACK/RED, BLACK/BLUE",Carlton,https://www.amazon.co.uk/dp/B0C2F5BCKK,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 28/mo | GBP-0.37 profit | GBP-10.40 monthly gross | SQUEEZED | 4 sellers | needs trade under GBP13.62,UNASSIGNED,9,,6.9,9,10,6,0,4.2,0.9,2.3,GBP-10,SQUEEZED,AVERAGE,GBP25.71,GBP30.28,DROPPING (15%),GBP4.65,GBP4.72,GBP9.37,GBP16.71,GBP-0.37,-2.2%,GBP13.62,GBP26.08,14212,14,0,4.2,150,N,4,Y,53%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-10.00/mo | low IP risk | - PL risk | dropping (15%) | supplier cost missing,Joinable,Reject,GBP13.62,GBP12.26,,Fail,Avoid listing,N
B0DSW5N6YB,HEAD Radical 27 Tennis Racket,HEAD,https://www.amazon.co.uk/dp/B0DSW5N6YB,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 46/mo | GBP-0.22 profit | GBP-10.10 monthly gross | COMPRESSED | 2 sellers | weak listing 2 imgs,UNASSIGNED,9,,7.2,10,10,6,0,3.5,0.1,1.5,GBP-10,COMPRESSED,WEAK,GBP26.50,GBP38.32,DROPPING (31%),GBP4.65,GBP4.85,GBP9.50,GBP17.23,GBP-0.22,-1.3%,GBP14.17,GBP26.72,12101,23,0,4.8,9,N,2,Y,99%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-10.00/mo | low IP risk | unlikely PL risk | dropping (31%) | supplier cost missing,Joinable,Reject,GBP14.17,GBP12.75,,Fail,Avoid listing,N
B000RG12X6,"Longridge BA5P Pencil Golf Bag, Black/Navy, 5"", One Size",Longridge,https://www.amazon.co.uk/dp/B000RG12X6,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 86/mo | GBP-0.13 profit | GBP-11.20 monthly gross | stable | 3 sellers | needs trade under GBP12.48,UNASSIGNED,9,,6.8,10,8,7,0,5.1,1.2,2.9,GBP-11,OK,STRONG,GBP23.25,GBP22.76,STABLE,GBP3.93,GBP4.34,GBP8.27,GBP15.11,GBP-0.13,-0.9%,GBP12.48,GBP23.38,15497,43,0,4.0,1210,N,3,Y,88%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-11.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.48,GBP11.23,,Fail,Avoid listing,N
B0DX2JZJ3C,"Wilson Intrigue Jr 25 Tennis Racket, Lightweight Frame for Easy Handling, Performance-Ready Providing Stable Play and Powerful Shots, Arm-Friendly Strings, Colour: Teal/Blue, Size: 25",Wilson,https://www.amazon.co.uk/dp/B0DX2JZJ3C,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 84/mo | GBP-0.17 profit | GBP-14.30 monthly gross | stable | 3 sellers | needs trade under GBP13.94,UNASSIGNED,9,,6.9,9,10,6,0,5.3,1.3,3,GBP-14,OK,AVERAGE,GBP25.99,GBP25.99,STABLE,GBP4.50,GBP4.76,GBP9.26,GBP16.89,GBP-0.17,-1.0%,GBP13.94,GBP26.16,26213,42,50,4.7,40,N,3,Y,95%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-14.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.94,GBP12.55,,Fail,Avoid listing,N
B0D9X17LRN,"Qivine Tennis Racket Set 2 Players Tennis Training Equipment for Kids Child, Outdoor Sport Activity with 2 Tennis Rackets, 1 Tennis Balls and Carry Bag, Beginner Practice Racquet 21""",Qivine,https://www.amazon.co.uk/dp/B0D9X17LRN,Sports & Outdoors,OK,MAYBE,MAYBE | 42/mo | GBP-0.58 profit | GBP-24.40 monthly gross | stable | 2 sellers | ROI -4%,UNASSIGNED,9,,7.5,9,10,9,0,6.1,1.8,4,GBP-24,OK,STRONG,GBP20.99,GBP20.99,STABLE,GBP3.93,GBP3.99,GBP7.92,GBP13.64,GBP-0.58,-4.2%,GBP10.89,GBP21.57,13171,21,0,2.5,8,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-24.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP10.89,GBP9.64,,Fail,Avoid listing,N
B07NDWQ5XH,"SMATI Large Transparent Golf Umbrella, Diameter 124cm, Automatic opening, Men/Women Umbrella, For 2 people, Black Border Colour",SMATI,https://www.amazon.co.uk/dp/B07NDWQ5XH,Sports & Outdoors,OK,MAYBE,MAYBE | 40/mo | GBP-0.62 profit | GBP-24.80 monthly gross | stable | 4 sellers | ROI -4%,UNASSIGNED,9,,7.1,9,10,7,0,5.9,1.7,3.8,GBP-25,OK,AVERAGE,GBP22.90,GBP22.90,STABLE,GBP4.35,GBP4.29,GBP8.64,GBP14.88,GBP-0.62,-4.2%,GBP11.88,GBP23.52,33174,20,0,4.4,892,N,4,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-25.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.88,GBP10.63,,Fail,Avoid listing,N
B0DX2KMHXB,"Wilson Champ 90 Badminton Racket, Dynamic Frame For Enhanced Strength, Vibrant Two-Tone Design, Comes Pre-Strung, Colour: Blue/White, Size: 3",Wilson,https://www.amazon.co.uk/dp/B0DX2KMHXB,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 42/mo | GBP-0.95 profit | GBP-39.90 monthly gross | stable | 4 sellers | needs trade under GBP11.13,UNASSIGNED,9,,6.9,9,10,6,0,5.1,1.4,3.1,GBP-40,OK,STRONG,GBP22.00,GBP22.54,STABLE,GBP4.50,GBP4.15,GBP8.65,GBP14.30,GBP-0.95,-6.6%,GBP11.13,GBP22.95,26359,21,0,4.4,23,N,4,Y,53%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-40.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.13,GBP9.88,,Fail,Avoid listing,N
B0FL4GRN1R,Wilson Champ Badminton Racket & Racketworld Premium Badminton Carry Case,Generic,https://www.amazon.co.uk/dp/B0FL4GRN1R,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 224/mo | GBP-0.18 profit | GBP-40.30 monthly gross | stable | 2 sellers | weak listing 1 imgs,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.3,GBP-40,OK,WEAK,GBP25.95,GBP25.27,RISING (3%),GBP4.50,GBP4.76,GBP9.26,GBP16.87,GBP-0.18,-1.0%,GBP13.91,GBP26.13,12668,112,50,4.1,8,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-40.00/mo | low IP risk | unlikely PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP13.91,GBP12.52,,Fail,Avoid listing,N
B0CT298VVV,"SPORTNOW 3(m) Badminton Net, Foldable Height Adjustable Outdoor Sports Net with Carry Bag, for Tennis, Badminton, Pickleball, Volleyball, Black and Yellow",SPORTNOW,https://www.amazon.co.uk/dp/B0CT298VVV,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 128/mo | GBP-0.52 profit | GBP-66.60 monthly gross | stable | 2 sellers | needs trade under GBP13.90,UNASSIGNED,9,,6.6,10,6,9,0,6.2,1.6,4,GBP-67,OK,STRONG,GBP26.47,GBP24.39,RISING (9%),GBP4.95,GBP4.84,GBP9.79,GBP17.21,GBP-0.52,-3.0%,GBP13.90,GBP26.99,15577,64,50,4.4,29,N,2,Y,44%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-67.00/mo | low IP risk | unlikely PL risk | rising (9%) | supplier cost missing,Joinable,Reject,GBP13.90,GBP12.51,,Fail,Avoid listing,N
B0GKBCP4F8,"Babolat Eagle Tennis Racket, Black/Blue (Available in Grip Size L2 & L3) (L2 (4 1/4""))",Babolat,https://www.amazon.co.uk/dp/B0GKBCP4F8,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP-12.52 profit | GBP-75.10 monthly gross | SQUEEZED | 2 sellers | weak listing 3 imgs,UNASSIGNED,9,,7.5,9,10,9,0,3.6,1.1,2.2,GBP-75,SQUEEZED,WEAK,GBP29.99,GBP36.39,DROPPING (18%),GBP17.64,GBP5.38,GBP23.02,GBP19.49,GBP-12.52,-64.2%,GBP5.81,GBP42.51,17375,3,0,0.0,0,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-75.00/mo | low IP risk | unlikely PL risk | dropping (18%) | supplier cost missing,Joinable,Reject,GBP5.81,GBP4.56,,Fail,Avoid listing,N
