ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,EAN,UPC,GTIN
B00ZA11U7G,IDEAL | Tipping Point game: with electronic Tipping Point Machine and all new questions | Family TV Show Board Game | For 3+ Players or teams | Ages 10+,Ideal,https://www.amazon.co.uk/dp/B00ZA11U7G,Toys & Games,,MAYBE-ROI,CASH FLOW | 256/mo | GBP0.64 profit | GBP163.80 monthly gross | stable | 8 sellers,CASH FLOW,2,CASH FLOW | GBP163.80/mo | 256/mo | GBP0.64 unit profit | stable | 8 sellers,6.6,10,10,3,0,8.1,1.4,5.5,GBP164,OK,AVERAGE,GBP22.69,GBP23.86,SLIGHT DIP (5%),GBP3.05,GBP4.25,GBP7.30,GBP14.75,GBP0.64,4.3%,GBP12.82,GBP22.05,22122,128,50,4.3,3543,N,8,Y,52%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0783318512426, 5020674102003, 5054242337993, 5054242373250",783318512426,05020674102003
B0F3PBJZQG,"Learning Resources Numberblock Ten Playful Pal Plush, Numbers for Toddlers, Preschool Maths Learning Toys, Stuffed Animal Plushies, Counting Blocks Stuffies, Kids Birthday Gifts, Ages 18 months+",Learning Resources,https://www.amazon.co.uk/dp/B0F3PBJZQG,Toys & Games,,MAYBE-ROI,CASH FLOW | 100/mo | GBP1.62 profit | GBP162.00 monthly gross | stable | 6 sellers,CASH FLOW,2,CASH FLOW | GBP162.00/mo | 100/mo | GBP1.62 unit profit | stable | 6 sellers,6.0,10,8,3,0,7.9,2.5,6.1,GBP162,OK,STRONG,GBP29.94,GBP29.16,RISING (3%),GBP3.49,GBP5.37,GBP8.86,GBP19.46,GBP1.62,8.3%,GBP17.57,GBP28.32,17779,50,50,4.5,88,N,6,Y,54%,-,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055506414719,,
B07T38R3N8,Ravensburger Happy Days Collection No.1 Look North 4x 500 Piece Jigsaw Puzzle for Adults and Kids Age 10 Years Up,Ravensburger,https://www.amazon.co.uk/dp/B07T38R3N8,Toys & Games,,MAYBE-ROI,CASH FLOW | 112/mo | GBP1.45 profit | GBP162.40 monthly gross | stable | 6 sellers,CASH FLOW,2,CASH FLOW | GBP162.40/mo | 112/mo | GBP1.45 unit profit | stable | 6 sellers,6.2,10,8,4,0,8.6,2.8,6.8,GBP162,OK,STRONG,GBP27.89,GBP27.26,STABLE,GBP3.26,GBP5.05,GBP8.31,GBP18.13,GBP1.45,8.0%,GBP16.31,GBP26.44,13166,56,50,4.6,1148,N,6,Y,37%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,4005556150328,,04005556150328
B075CVZ4KY,"BAD PEOPLE Party Game + After Dark Expansion Set - Hilarious Adult Card Game for White Elephant Parties, Stocking Stuffers and Board Games Night with Friends",BAD PEOPLE,https://www.amazon.co.uk/dp/B075CVZ4KY,Toys & Games,,MAYBE,CASH FLOW | 142/mo | GBP1.10 profit | GBP156.20 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP156.20/mo | 142/mo | GBP1.10 unit profit | stable | 3 sellers,7.0,8,10,8,0,9.3,2.9,7,GBP156,OK,STRONG,GBP24.99,GBP24.99,STABLE,GBP3.04,GBP4.61,GBP7.65,GBP16.24,GBP1.10,6.8%,GBP14.45,GBP23.89,46765,71,50,4.4,8162,N,3,Y,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0866157000320, 4882126243426",,00866157000320
B01N9JXHCV,Ravensburger World Globe on a V-Stand 3D Jigsaw Puzzle for Adults and Kids Age 10 Years Up - 550 Pieces - No Glue Required,Ravensburger,https://www.amazon.co.uk/dp/B01N9JXHCV,Toys & Games,,MAYBE-ROI,CASH FLOW | 174/mo | GBP0.86 profit | GBP149.60 monthly gross | stable | 14 sellers,CASH FLOW,2,CASH FLOW | GBP149.60/mo | 174/mo | GBP0.86 unit profit | stable | 14 sellers,5.4,10,8,0,0,7,1.8,5.1,GBP150,OK,AVERAGE,GBP24.89,GBP23.66,RISING (5%),GBP3.26,GBP4.59,GBP7.85,GBP16.18,GBP0.86,5.3%,GBP14.20,GBP24.03,22631,87,50,4.7,4526,N,14,Y,87%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,4005556124367,,"04005556111183, 04005556124367"
B00HT5HBMO,"Learning Resources Recordable Answer Buzzers – Set of 4, Ages 3+, Game Show Buzzers, Recordable Buttons, Personalised Sound Toy, Family Game Night",Learning Resources,https://www.amazon.co.uk/dp/B00HT5HBMO,Toys & Games,,MAYBE-ROI,CASH FLOW | 94/mo | GBP1.48 profit | GBP139.10 monthly gross | stable | 5 sellers,CASH FLOW,2,CASH FLOW | GBP139.10/mo | 94/mo | GBP1.48 unit profit | stable | 5 sellers,5.4,8,8,3,0,7.3,2.2,5.5,GBP139,OK,STRONG,GBP26.43,GBP26.05,STABLE,GBP2.94,GBP4.83,GBP7.77,GBP17.18,GBP1.48,8.6%,GBP15.55,GBP24.95,31902,47,50,4.0,27382,N,5,Y,78%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,0765023837698,765023837698,00765023837698
B0DTB2N2D9,"Crayola Marker Airbrush Spray Art Kit, Battery-Powered Sprayer with 8 Washable Markers & 5 Stencils, DIY Craft Set for Kids, Gift for Boys & Girls, Ages 6+",CRAYOLA,https://www.amazon.co.uk/dp/B0DTB2N2D9,Toys & Games,,MAYBE-ROI,CASH FLOW | 124/mo | GBP1.05 profit | GBP130.20 monthly gross | SQUEEZED | 7 sellers,CASH FLOW,2,CASH FLOW | GBP130.20/mo | 124/mo | GBP1.05 unit profit | SQUEEZED | 7 sellers,6.8,10,10,4,0,8.5,2.2,6.3,GBP130,SQUEEZED,AVERAGE,GBP25.87,GBP29.90,DROPPING (13%),GBP3.26,GBP4.75,GBP8.01,GBP16.82,GBP1.05,6.2%,GBP14.89,GBP24.82,22523,62,50,4.8,842,N,7,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,0071662076696,071662076696,
B00ISQKHTM,"4M Crystal Growing Experimental Kit | A Science and Chemistry Kit for Kids Ages 14+ | Grow your own Crystals, Large",4M,https://www.amazon.co.uk/dp/B00ISQKHTM,Toys & Games,,MAYBE-ROI,CASH FLOW | 126/mo | GBP0.90 profit | GBP113.40 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP113.40/mo | 126/mo | GBP0.90 unit profit | stable | 3 sellers,6.7,9,8,8,0,8.8,2.7,6.6,GBP113,OK,STRONG,GBP23.99,GBP23.84,STABLE,GBP3.04,GBP4.46,GBP7.50,GBP15.59,GBP0.90,5.8%,GBP13.75,GBP23.09,33795,63,50,4.4,2764,N,3,N,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"4893156039156, 0756907947770, 0798257694423, 0734548008920","756907947770, 734548008920, 798257694423",04893156039156
B0FV97Y7G1,"Learning Resources Numberblocks Sing and Record Music Player, Ages 3+, Educational Musical Toy with Microphone, Songs, Counting & Early Maths Fun",Learning Resources,https://www.amazon.co.uk/dp/B0FV97Y7G1,Toys & Games,,MAYBE-ROI,CASH FLOW | 70/mo | GBP1.48 profit | GBP103.60 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP103.60/mo | 70/mo | GBP1.48 unit profit | stable | 2 sellers,6.1,9,8,5,0,6.8,2.2,5.1,GBP104,OK,STRONG,GBP26.95,GBP26.32,STABLE,GBP3.04,GBP4.91,GBP7.95,GBP17.52,GBP1.48,8.4%,GBP15.83,GBP25.47,29803,35,50,4.9,11,N,2,Y,94%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055506415075,,
B0BXB6XL3D,"Learning Resources Hot Dots Numberblocks 11–20 Activity Book & Interactive Pen, Ages 5+, Numberblocks Gifts, Interactive Maths Toy, Gifts For Kids",Educational Insights,https://www.amazon.co.uk/dp/B0BXB6XL3D,Toys & Games,,MAYBE-ROI,CASH FLOW | 108/mo | GBP0.87 profit | GBP94.00 monthly gross | stable | 7 sellers,CASH FLOW,3,CASH FLOW | GBP94.00/mo | 108/mo | GBP0.87 unit profit | stable | 7 sellers,5.0,10,6,1,0,6.5,1.6,4.8,GBP94,OK,STRONG,GBP23.34,GBP21.62,RISING (8%),GBP2.94,GBP4.35,GBP7.29,GBP15.17,GBP0.87,5.8%,GBP13.37,GBP22.47,29798,54,50,4.5,561,N,7,Y,96%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,0086002025517,086002025517,00086002025517
B088PF3H2S,"Learning Resources Sorting Surprise Pirate Treasure, Ages 3+, Colour Sorting Toy, Unlock Fine Motor Skills & Matching Fun, Gifts For Kids",Learning Resources,https://www.amazon.co.uk/dp/B088PF3H2S,Toys & Games,,MAYBE-ROI,CASH FLOW | 94/mo | GBP0.96 profit | GBP90.20 monthly gross | stable | 5 sellers,CASH FLOW,3,CASH FLOW | GBP90.20/mo | 94/mo | GBP0.96 unit profit | stable | 5 sellers,5.7,7,8,6,0,8.5,2.6,6.4,GBP90,OK,STRONG,GBP24.29,GBP23.93,STABLE,GBP3.04,GBP4.50,GBP7.54,GBP15.79,GBP0.96,6.1%,GBP13.96,GBP23.33,55361,47,50,4.5,2056,N,5,Y,47%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,0765023068085,765023068085,00765023068085
B0035EQIAO,"Learning Resources Minute Math Electronic Flash Card, Ages 6+, Maths Travel Game, Fast-Paced Mental Arithmetic Toy with 3 Difficulty Levels, Gifts For Kids",Learning Resources,https://www.amazon.co.uk/dp/B0035EQIAO,Toys & Games,,MAYBE-ROI,CASH FLOW | 122/mo | GBP0.70 profit | GBP85.40 monthly gross | stable | 4 sellers,CASH FLOW,3,CASH FLOW | GBP85.40/mo | 122/mo | GBP0.70 unit profit | stable | 4 sellers,6.6,10,8,6,0,8.2,1.6,5.6,GBP85,OK,STRONG,GBP22.95,GBP22.50,STABLE,GBP3.04,GBP4.29,GBP7.33,GBP14.92,GBP0.70,4.7%,GBP13.02,GBP22.25,19378,61,50,3.8,1426,N,4,Y,49%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,0765023069655,765023069655,00765023069655
B07PP3WWCF,Theo Klein 5392 Princess Coralie Make up and hairstyling head Emma,Theo Klein,https://www.amazon.co.uk/dp/B07PP3WWCF,Toys & Games,,MAYBE-ROI,CASH FLOW | 142/mo | GBP0.60 profit | GBP85.20 monthly gross | stable | 5 sellers,CASH FLOW,3,CASH FLOW | GBP85.20/mo | 142/mo | GBP0.60 unit profit | stable | 5 sellers,6.6,10,10,3,0,7,1.2,4.5,GBP85,OK,AVERAGE,GBP24.99,GBP25.21,STABLE,GBP3.54,GBP4.61,GBP8.15,GBP16.24,GBP0.60,3.7%,GBP14.03,GBP24.39,23487,71,50,4.4,953,N,5,Y,100%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,4009847053923,,04009847053923
B000NVLE6U,Revell 04300 Lancaster Mk.I/III 1:72 Scale Unbuilt/Unpainted Plastic Model Kit,Revell,https://www.amazon.co.uk/dp/B000NVLE6U,Toys & Games,,MAYBE-ROI,CASH FLOW | 144/mo | GBP0.53 profit | GBP76.30 monthly gross | SQUEEZED | 20 sellers,CASH FLOW,3,CASH FLOW | GBP76.30/mo | 144/mo | GBP0.53 unit profit | SQUEEZED | 20 sellers,6.0,10,10,0,0,6.8,0.8,4.4,GBP76,SQUEEZED,AVERAGE,GBP23.20,GBP26.58,DROPPING (13%),GBP3.26,GBP4.33,GBP7.59,GBP15.08,GBP0.53,3.5%,GBP13.01,GBP22.67,13646,72,50,4.5,1311,N,20,Y,60%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,4009803043005,,04009803043005
B000F8XF86,"Learning Resources The Original Three Bear Family Basic Six Colour Rainbow Counter Set (Set of 96) Compare Bears Maths Counters, Classroom Maths Supplies to Compare Size, Blue,green,orange,purple,red",Learning Resources,https://www.amazon.co.uk/dp/B000F8XF86,Toys & Games,,MAYBE-ROI,CASH FLOW | 100/mo | GBP0.66 profit | GBP66.00 monthly gross | stable | 5 sellers,CASH FLOW,3,CASH FLOW | GBP66.00/mo | 100/mo | GBP0.66 unit profit | stable | 5 sellers,6.6,10,8,6,0,8,1.6,5.5,GBP66,OK,STRONG,GBP22.85,GBP22.59,STABLE,GBP3.06,GBP4.28,GBP7.34,GBP14.85,GBP0.66,4.4%,GBP12.93,GBP22.19,25030,40,100,4.6,2162,N,5,Y,22%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0765023006100, 0809098974213, 0858160437125, 0885289013619, 0885406855412, 4150002615200, 5711008973764, 7426924910936","765023006100, 809098974213, 858160437125, 885289013619, 885406855412",00765023006100
B0GF9N7D7K,The House of Puzzles | Going Places | 4x 500 Piece Jigsaw Puzzles | Transport Theme | 13 x 19 in | FSC Certified Board,The House of Puzzles,https://www.amazon.co.uk/dp/B0GF9N7D7K,Toys & Games,,MAYBE-ROI,CASH FLOW | 60/mo | GBP1.05 profit | GBP63.00 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP63.00/mo | 60/mo | GBP1.05 unit profit | stable | 2 sellers,6.6,10,6,9,0,7.7,2.4,5.8,GBP63,OK,STRONG,GBP26.99,GBP24.79,RISING (9%),GBP3.48,GBP4.92,GBP8.40,GBP17.54,GBP1.05,6.0%,GBP15.49,GBP25.94,17382,30,50,4.8,30,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060002008249,,
B0GF9Y7TZ2,The House of Puzzles | Village Life Jigsaw Puzzles | 500 Piece | Towns and Villages Theme | FSC Certified Board | Multi-Pack | 4 Puzzles,The House of Puzzles,https://www.amazon.co.uk/dp/B0GF9Y7TZ2,Toys & Games,,MAYBE-ROI,CASH FLOW | 50/mo | GBP1.05 profit | GBP52.50 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP52.50/mo | 50/mo | GBP1.05 unit profit | stable | 2 sellers,6.6,10,6,9,0,7.3,2.4,5.6,GBP53,OK,STRONG,GBP26.99,GBP25.31,RISING (7%),GBP3.48,GBP4.92,GBP8.40,GBP17.54,GBP1.05,6.0%,GBP15.49,GBP25.94,18519,25,50,4.8,27,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060002008232,,
B073CYDDPN,"Peppa Pig Laugh and Learn Alphaphonics Interactive Toy Multicolor, PP03SB",Peppa Pig,https://www.amazon.co.uk/dp/B073CYDDPN,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 116/mo | GBP0.45 profit | GBP52.20 monthly gross | stable | 6 sellers | needs trade under GBP11.86,UNASSIGNED,9,,5.6,8,10,1,0,6.6,1.1,4.2,GBP52,OK,STRONG,GBP21.19,GBP21.09,STABLE,GBP2.94,GBP4.02,GBP6.96,GBP13.77,GBP0.45,3.3%,GBP11.86,GBP20.74,49573,58,50,4.3,894,N,6,Y,95%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060062143652,,05060062143652
B07XJQS36F,Harry Potter Cluedo Board Game English Edition | Mystery Family Game for Ages 9 and up,Winning Moves,https://www.amazon.co.uk/dp/B07XJQS36F,Toys & Games,,MAYBE,MAYBE | 170/mo | GBP0.24 profit | GBP40.80 monthly gross | stable | 3 sellers | ROI 2%,UNASSIGNED,9,,7.6,10,10,8,0,8.3,1.9,5.6,GBP41,OK,STRONG,GBP22.85,GBP22.84,STABLE,GBP3.48,GBP4.28,GBP7.76,GBP14.85,GBP0.24,1.6%,GBP12.57,GBP22.61,18559,85,50,4.6,3911,N,3,N,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,5036905037198,,05036905037198
B00B2FO6IE,"Learning Resources All About Me Family Counters, Ages 3+, Maths Sorting Toy, Colour Recognition, Counting Skills, Gifts for Kids",Learning Resources,https://www.amazon.co.uk/dp/B00B2FO6IE,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 100/mo | GBP0.39 profit | GBP39.00 monthly gross | stable | 9 sellers | needs trade under GBP11.98,UNASSIGNED,9,,5.4,10,8,0,0,5.9,0.8,3.7,GBP39,OK,STRONG,GBP21.50,GBP20.69,RISING (4%),GBP3.06,GBP4.07,GBP7.13,GBP13.97,GBP0.39,2.8%,GBP11.97,GBP21.11,15011,49,100,4.6,3718,N,9,Y,96%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0044968298598, 0635665067442, 0696732622995, 0765023833720, 0783329391133, 0885459983155, 8944143004131, 9789920130851","044968298598, 635665067442, 696732622995, 765023833720, 783329391133, 885459983155",00765023833720
B000296LR0,"Learning Resources The Original Three Bear Family Basic Four Colour Counter Set (Set of 80) Compare Bears Maths Counters, Classroom Supplies to Learn Counting, Sorting, Size-grading & Mass Comparison",Learning Resources,https://www.amazon.co.uk/dp/B000296LR0,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 82/mo | GBP0.29 profit | GBP23.80 monthly gross | stable | 2 sellers | needs trade under GBP11.59,UNASSIGNED,9,,6.9,9,10,6,0,6.3,1.3,3.8,GBP24,OK,AVERAGE,GBP20.95,GBP20.95,STABLE,GBP3.06,GBP3.98,GBP7.04,GBP13.62,GBP0.29,2.1%,GBP11.59,GBP20.66,32156,41,50,4.5,882,N,2,Y,94%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0765023003772, 0858160437071, 0885358513521, 0885563128947, 4166002621790, 5711008941350","765023003772, 858160437071, 885358513521, 885563128947",00765023003772
B0F3P5WWVQ,"Learning Resources Numberblock Seven Playful Pal Plush, Numbers for Toddlers, Preschool Maths Learning Toys, Stuffed Animal Plushies, Counting Blocks Stuffies, Kids Birthday Gifts, Ages 18 months+",Learning Resources,https://www.amazon.co.uk/dp/B0F3P5WWVQ,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 118/mo | GBP0.14 profit | GBP16.50 monthly gross | stable | 8 sellers | needs trade under GBP12.84,UNASSIGNED,9,,5.1,9,6,3,0,6,1,3.9,GBP17,OK,STRONG,GBP23.49,GBP21.75,RISING (8%),GBP3.71,GBP4.37,GBP8.08,GBP15.27,GBP0.14,0.9%,GBP12.84,GBP23.35,27168,59,100,4.9,143,N,8,Y,70%,-,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055506414658,,
B09SP3TK8G,"Learning Resources Maths Island Addition & Subtraction Game, Educational Games, for 6 Year olds, Teaching Toys, Children’s, Age 6+, LER5025, Multicolor",Learning Resources,https://www.amazon.co.uk/dp/B09SP3TK8G,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 86/mo | GBP0.20 profit | GBP17.20 monthly gross | stable | 5 sellers | needs trade under GBP11.27,UNASSIGNED,9,,6.0,8,10,3,0,6,1.2,3.7,GBP17,OK,STRONG,GBP20.50,GBP20.51,STABLE,GBP3.06,GBP3.92,GBP6.98,GBP13.33,GBP0.20,1.5%,GBP11.27,GBP20.30,46208,43,50,4.7,959,N,5,Y,98%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,0765023050257,765023050257,00765023050257
B06XY3C366,"CRAYOLA Mega Activity Tub - Including Crayons, Markers, Pencils, Pens, Paints, Clays, Colouring Book and Stickers | Kids Arts sand Crafts | Ideal for Kids Aged 4+",CRAYOLA,https://www.amazon.co.uk/dp/B06XY3C366,Toys & Games,,MAYBE-ROI,MAYBE-ROI | 226/mo | GBP-0.31 profit | GBP-70.10 monthly gross | stable | 10 sellers | needs trade under GBP10.62,UNASSIGNED,9,,6.0,10,10,0,0,4.7,1,2.7,GBP-70,OK,AVERAGE,GBP20.08,GBP20.40,STABLE,GBP3.49,GBP3.85,GBP7.34,GBP13.05,GBP-0.31,-2.4%,GBP10.62,GBP20.39,27545,113,50,4.7,1220,N,10,Y,100%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,5025123112343,,05025123112343
B0016FQK1Q,"PORTA PUZZLE Portapuzzle - XL Puzzle Board, Portable & Non-Slip Felt Jigsaw Board for up to 1500 Pieces - Lightweight, Easy to Store Mat, Sorter and Organiser - Dimensions 91 x 65 cm - Jumbo",PORTA PUZZLE,https://www.amazon.co.uk/dp/B0016FQK1Q,Toys & Games,,MAYBE,MAYBE | 264/mo | GBP-3.85 profit | GBP-1016.40 monthly gross | stable | 2 sellers | ROI -15%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-1016,OK,STRONG,GBP39.99,GBP39.98,STABLE,GBP10.92,GBP6.92,GBP17.84,GBP25.99,GBP-3.85,-14.8%,GBP18.46,GBP43.84,12619,132,100,4.6,6993,N,2,Y,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,8710126108062,"743181785709, 787551784473","08710126108062, 08710126156919"
